SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene741	0.523491579084994	10	10	55	20	MA	-1	23	0.007823	32	0.010458	20	0.748	0.572612466206396	0.922	0.694	1.223	-0.082	0.145	1	1110500	1111500	protein_coding	+	info741	info741	NA
Gene743	0.524654942445098	10	8	31	28	ER.A	-1	14	0.004762	17	0.005556	28	0.857	0.724528772005534	0.884	0.446	1.754	-0.123	0.35	1	1113500	1114500	protein_coding	+	info743	info743	NA
Gene134	0.525406867425573	10	10	47	21	MA	-1	27	0.009184	20	0.006536	21	1.405	0.524179796955049	1.103	0.815	1.493	0.098	0.154	1	200000	201000	non_coding	-	info134	info134	NA
Gene749	0.526801622503971	10	9	44	33	MA	-1	18	0.006122	26	0.008497	33	0.72	0.339123300931924	0.775	0.46	1.306	-0.254	0.266	1	1122500	1123500	protein_coding	+	info749	info749	NA
Gene895	0.527287378739589	10	10	40	28	ER.A	-1	16	0.005442	24	0.007843	28	0.694	0.390303178488548	0.8	0.482	1.33	-0.223	0.259	1	1341500	1342500	protein_coding	+	info895	info895	NA
Gene782	0.527636207555053	10	7	21	20	ER.A	-1	8	0.002721	13	0.004248	20	0.641	0.331187141078455	0.646	0.268	1.559	-0.437	0.45	1	1172000	1173000	non_coding	-	info782	info782	NA
Gene479	0.527923325641851	10	9	34	30	ER.A	-1	17	0.005782	17	0.005556	30	1.041	0.799987732242059	1.086	0.573	2.061	0.083	0.327	1	717500	718500	protein_coding	+	info479	info479	NA
Gene144	0.527963430967442	10	8	38	24	ER.A	-1	16	0.005442	22	0.00719	24	0.757	0.597371359031655	0.888	0.57	1.381	-0.119	0.226	1	215000	216000	non_coding	-	info144	info144	NA
Gene515	0.528111747523314	10	10	38	26	ER.A	-1	16	0.005442	22	0.00719	26	0.757	0.43146204981716	0.808	0.475	1.375	-0.213	0.271	1	771500	772500	protein_coding	+	info515	info515	NA
Gene1317	0.530222164379545	10	9	36	22	ER.A	-1	15	0.005102	21	0.006863	22	0.743	0.434647061384292	0.816	0.491	1.358	-0.203	0.26	1	1974500	1975500	protein_coding	+	info1317	info1317	NA
Gene507	0.531757958520763	10	6	21	17	ER.A	-1	13	0.004422	8	0.002614	17	1.692	0.366091174112675	1.437	0.655	3.153	0.362	0.401	1	759500	760500	protein_coding	+	info507	info507	NA
Gene41	0.531863094090437	10	6	18	10	ER	0.000286311982635312	6	0.002041	12	0.003922	10	0.52	0.44575887831747	0.781	0.413	1.475	-0.247	0.324	1	60500	61500	protein_coding	+	info41	info41	NA
Gene812	0.532007938682416	10	10	40	10	ER.A	-1	17	0.005782	23	0.007516	10	0.769	0.670993445017475	0.939	0.703	1.255	-0.063	0.148	1	1217000	1218000	non_coding	-	info812	info812	NA
Gene964	0.532441643197037	10	10	30	19	ER.A	-1	15	0.005102	15	0.004902	19	1.041	0.990249769200617	1.003	0.61	1.65	0.003	0.254	1	1445000	1446000	non_coding	-	info964	info964	NA
Gene354	0.533587019075303	10	7	22	17	ER.A	-1	12	0.004082	10	0.003268	17	1.249	0.766604682075222	1.115	0.542	2.294	0.109	0.368	1	530000	531000	non_coding	-	info354	info354	NA
Gene550	0.534068960544521	10	10	46	27	MA	-1	26	0.008844	20	0.006536	27	1.353	0.372039292407712	1.232	0.779	1.947	0.208	0.234	1	824000	825000	non_coding	-	info550	info550	NA
Gene414	0.534121798541254	10	9	38	20	ER.A	-1	17	0.005782	21	0.006863	20	0.842	0.745305872990341	0.928	0.592	1.455	-0.075	0.229	1	620000	621000	non_coding	-	info414	info414	NA
Gene441	0.534565929457333	10	8	34	22	ER.A	-1	19	0.006463	15	0.004902	22	1.318	0.566491080123715	1.169	0.686	1.992	0.156	0.272	1	660500	661500	protein_coding	+	info441	info441	NA
Gene416	0.534952249786631	10	8	20	9	ER	0.000452957443216312	6	0.002041	14	0.004575	9	0.446	0.340442062262972	0.737	0.393	1.381	-0.306	0.321	1	623000	624000	non_coding	-	info416	info416	NA
Gene1003	0.535092391839937	10	8	38	24	ER.A	-1	16	0.005442	22	0.00719	24	0.757	0.489303263590478	0.835	0.5	1.393	-0.181	0.261	1	1503500	1504500	protein_coding	+	info1003	info1003	NA
Gene166	0.535646647529628	10	8	36	32	ER.A	-1	19	0.006463	17	0.005556	32	1.163	0.676809410000504	1.143	0.609	2.145	0.134	0.321	1	248000	249000	non_coding	-	info166	info166	NA
Gene334	0.535648333952068	10	7	20	15	ER	8.72346412620142e-06	8	0.002721	12	0.003922	15	0.694	0.519522689200704	0.782	0.371	1.651	-0.246	0.381	1	500000	501000	non_coding	-	info334	info334	NA
Gene1015	0.535680003729829	10	5	19	16	ER	2.93968275524146e-06	7	0.002381	12	0.003922	16	0.607	0.370768751719475	0.678	0.289	1.589	-0.389	0.435	1	1521500	1522500	protein_coding	+	info1015	info1015	NA
Gene978	0.535931677544949	10	9	42	22	MA	-1	16	0.005442	26	0.008497	22	0.64	0.363643835964343	0.826	0.546	1.248	-0.192	0.211	1	1466000	1467000	non_coding	-	info978	info978	NA
Gene154	0.536229708189094	10	8	29	13	ER.A	-1	10	0.003401	19	0.006209	13	0.548	0.317517958457375	0.768	0.458	1.289	-0.264	0.264	1	230000	231000	non_coding	-	info154	info154	NA
Gene498	0.537268762246063	10	7	28	16	ER.A	-1	10	0.003401	18	0.005882	16	0.578	0.383680625187373	0.8	0.483	1.323	-0.224	0.257	1	746000	747000	non_coding	-	info498	info498	NA
Gene1254	0.537481425042902	10	10	26	16	ER.A	-1	9	0.003061	17	0.005556	16	0.551	0.365718306528507	0.757	0.414	1.384	-0.278	0.308	1	1880000	1881000	non_coding	-	info1254	info1254	NA
Gene392	0.538545038771165	10	8	29	19	ER.A	-1	13	0.004422	16	0.005229	19	0.846	0.644887477339043	0.884	0.524	1.492	-0.123	0.267	1	587000	588000	non_coding	-	info392	info392	NA
Gene981	0.538801410998868	10	10	38	15	ER.A	-1	15	0.005102	23	0.007516	15	0.679	0.410603855638256	0.851	0.578	1.251	-0.162	0.197	1	1470500	1471500	protein_coding	+	info981	info981	NA
Gene330	0.539395975861198	10	9	31	30	ER.A	-1	17	0.005782	14	0.004575	30	1.264	0.4373849328744	1.334	0.645	2.759	0.288	0.371	1	494000	495000	non_coding	-	info330	info330	NA
Gene1262	0.54122771078811	10	7	15	12	ER	3.21038605890862e-05	6	0.002041	9	0.002941	12	0.694	0.665851988029923	0.84	0.381	1.853	-0.174	0.404	1	1892000	1893000	non_coding	-	info1262	info1262	NA
Gene537	0.541588535507079	10	9	33	26	ER.A	-1	13	0.004422	20	0.006536	26	0.677	0.340321895050895	0.738	0.395	1.378	-0.304	0.318	1	804500	805500	protein_coding	+	info537	info537	NA
Gene107	0.543026572160542	10	9	34	27	ER.A	-1	15	0.005102	19	0.006209	27	0.822	0.625489397379661	0.861	0.471	1.572	-0.15	0.307	1	159500	160500	protein_coding	+	info107	info107	NA
Gene169	0.545767141457369	10	8	37	16	ER.A	-1	20	0.006803	17	0.005556	16	1.224	0.695418592251272	1.079	0.739	1.574	0.076	0.193	1	252500	253500	protein_coding	+	info169	info169	NA
Gene157	0.546460111487339	10	7	18	9	ER	0.000706040250945885	10	0.003401	8	0.002614	9	1.301	0.699068029310221	1.122	0.626	2.011	0.115	0.298	1	234500	235500	protein_coding	+	info157	info157	NA
Gene178	0.546558665883613	10	10	46	33	MA	-1	26	0.008844	20	0.006536	33	1.353	0.392467409885032	1.226	0.769	1.956	0.204	0.238	1	266000	267000	non_coding	-	info178	info178	NA
Gene1321	0.546562432254515	10	10	29	21	ER.A	-1	17	0.005782	12	0.003922	21	1.474	0.357122258140387	1.32	0.731	2.384	0.278	0.302	1	1980500	1981500	protein_coding	+	info1321	info1321	NA
Gene437	0.548883174866152	10	6	12	11	ER	0.000166509223216367	4	0.001361	8	0.002614	11	0.521	0.319639899983117	0.551	0.171	1.781	-0.595	0.598	1	654500	655500	protein_coding	+	info437	info437	NA
Gene409	0.54907385076366	10	10	42	20	MA	-1	20	0.006803	22	0.00719	20	0.946	0.983295489596345	1.004	0.718	1.403	0.004	0.171	1	612500	613500	protein_coding	+	info409	info409	NA
Gene1080	0.549197586014183	10	9	37	18	ER.A	-1	18	0.006122	19	0.006209	18	0.986	0.994403113456344	0.999	0.713	1.399	-0.001	0.172	1	1619000	1620000	non_coding	-	info1080	info1080	NA
Gene1222	0.549544176720108	10	10	28	22	ER.A	-1	13	0.004422	15	0.004902	22	0.902	0.956798363573148	0.984	0.545	1.777	-0.016	0.302	1	1832000	1833000	non_coding	-	info1222	info1222	NA
Gene196	0.551156241741643	10	10	53	13	MA	-1	28	0.009524	25	0.00817	13	1.166	0.76915016920678	1.033	0.832	1.283	0.032	0.111	1	293000	294000	non_coding	-	info196	info196	NA
Gene286	0.551489231183454	10	9	38	19	ER.A	-1	15	0.005102	23	0.007516	19	0.679	0.492950324277917	0.858	0.554	1.329	-0.153	0.223	1	428000	429000	non_coding	-	info286	info286	NA
Gene207	0.551671249843238	10	8	29	26	ER.A	-1	14	0.004762	15	0.004902	26	0.971	0.927065376381646	0.969	0.491	1.91	-0.032	0.346	1	309500	310500	protein_coding	+	info207	info207	NA
Gene51	0.551929557983547	10	10	36	21	ER.A	-1	21	0.007143	15	0.004902	21	1.457	0.379001702963475	1.243	0.765	2.02	0.218	0.248	1	75500	76500	protein_coding	+	info51	info51	NA
Gene714	0.552257842037456	10	7	14	11	ER	0.000117537535194179	9	0.003061	5	0.001634	11	1.873	0.32477367314215	1.621	0.62	4.243	0.483	0.491	1	1070000	1071000	non_coding	-	info714	info714	NA
Gene474	0.552295132113561	10	10	36	15	ER.A	-1	22	0.007483	14	0.004575	15	1.636	0.3969471897133	1.185	0.8	1.755	0.17	0.2	1	710000	711000	non_coding	-	info474	info474	NA
Gene993	0.552911494717539	10	10	37	24	ER.A	-1	22	0.007483	15	0.004902	24	1.527	0.328901315832032	1.297	0.769	2.188	0.26	0.267	1	1488500	1489500	protein_coding	+	info993	info993	NA
Gene544	0.553622373149639	10	9	46	18	MA	-1	27	0.009184	19	0.006209	18	1.479	0.379533634597337	1.17	0.824	1.66	0.157	0.179	1	815000	816000	non_coding	-	info544	info544	NA
Gene106	0.554410216971096	10	10	34	26	ER.A	-1	20	0.006803	14	0.004575	26	1.487	0.357756705159802	1.311	0.736	2.336	0.271	0.295	1	158000	159000	non_coding	-	info106	info106	NA
Gene787	0.554428481085733	10	7	25	18	ER.A	-1	9	0.003061	16	0.005229	18	0.585	0.375386461866079	0.737	0.375	1.447	-0.305	0.344	1	1179500	1180500	protein_coding	+	info787	info787	NA
Gene1149	0.554471405821592	10	10	30	17	ER.A	-1	14	0.004762	16	0.005229	17	0.911	0.928150512405968	0.977	0.587	1.624	-0.023	0.259	1	1722500	1723500	protein_coding	+	info1149	info1149	NA
Gene1184	0.554875250315054	10	10	26	13	ER.A	-1	10	0.003401	16	0.005229	13	0.65	0.506494718143792	0.839	0.499	1.409	-0.176	0.265	1	1775000	1776000	non_coding	-	info1184	info1184	NA
Gene775	0.55622547257564	10	10	45	33	MA	-1	25	0.008503	20	0.006536	33	1.301	0.487607486856775	1.187	0.732	1.926	0.171	0.247	1	1161500	1162500	protein_coding	+	info775	info775	NA
Gene1241	0.557120482239034	10	7	29	17	ER.A	-1	13	0.004422	16	0.005229	17	0.846	0.782573187068747	0.929	0.549	1.571	-0.074	0.268	1	1860500	1861500	protein_coding	+	info1241	info1241	NA
Gene734	0.557177933375028	10	10	44	28	MA	-1	25	0.008503	19	0.006209	28	1.369	0.389065149554931	1.227	0.77	1.954	0.204	0.237	1	1100000	1101000	non_coding	-	info734	info734	NA
Gene410	0.557758026371614	10	9	29	8	ER.A	-1	20	0.006803	9	0.002941	8	2.313	0.371417052862225	1.192	0.811	1.752	0.176	0.196	1	614000	615000	non_coding	-	info410	info410	NA
Gene1153	0.557786375408257	10	4	18	12	ER	6.58888180883891e-05	11	0.003741	7	0.002288	12	1.635	0.416941827608379	1.372	0.64	2.942	0.316	0.389	1	1728500	1729500	protein_coding	+	info1153	info1153	NA
Gene11	0.559548755819193	10	9	37	27	ER.A	-1	16	0.005442	21	0.006863	27	0.793	0.568239829986433	0.853	0.494	1.472	-0.159	0.279	1	15500	16500	protein_coding	+	info11	info11	NA
Gene122	0.559949732184516	10	9	42	20	MA	-1	16	0.005442	26	0.008497	20	0.64	0.377785421913465	0.826	0.539	1.264	-0.192	0.217	1	182000	183000	non_coding	-	info122	info122	NA
Gene13	0.560892725296091	10	10	23	16	ER.A	-1	11	0.003741	12	0.003922	16	0.954	0.997050411847902	0.999	0.522	1.91	-0.001	0.331	1	18500	19500	protein_coding	+	info13	info13	NA
Gene58	0.560934028164889	10	6	9	7	ER	0.00372890129183251	3	0.00102	6	0.001961	7	0.52	0.391517313956201	0.596	0.183	1.946	-0.517	0.604	1	86000	87000	non_coding	-	info58	info58	NA
Gene1099	0.563138948983236	10	8	25	18	ER.A	-1	9	0.003061	16	0.005229	18	0.585	0.411361334575951	0.757	0.389	1.472	-0.279	0.339	1	1647500	1648500	protein_coding	+	info1099	info1099	NA
Gene1104	0.563507968052596	10	10	46	31	MA	-1	19	0.006463	27	0.008824	31	0.732	0.379823998668908	0.815	0.516	1.287	-0.205	0.233	1	1655000	1656000	non_coding	-	info1104	info1104	NA
Gene837	0.563705436758743	10	9	29	17	ER.A	-1	18	0.006122	11	0.003595	17	1.703	0.357458853692085	1.293	0.748	2.237	0.257	0.28	1	1254500	1255500	protein_coding	+	info837	info837	NA
Gene1101	0.564633752604087	10	10	39	31	ER.A	-1	16	0.005442	23	0.007516	31	0.724	0.391940404911041	0.788	0.456	1.36	-0.239	0.279	1	1650500	1651500	protein_coding	+	info1101	info1101	NA
Gene1013	0.564963684809466	10	9	24	14	ER.A	-1	10	0.003401	14	0.004575	14	0.743	0.775413287584921	0.927	0.549	1.565	-0.076	0.267	1	1518500	1519500	protein_coding	+	info1013	info1013	NA
Gene1061	0.566212053385428	10	10	44	25	MA	-1	27	0.009184	17	0.005556	25	1.653	0.38715308149076	1.186	0.806	1.744	0.17	0.197	1	1590500	1591500	protein_coding	+	info1061	info1061	NA
Gene1000	0.568392411623319	10	7	29	25	ER.A	-1	12	0.004082	17	0.005556	25	0.735	0.390405030840325	0.738	0.37	1.475	-0.303	0.353	1	1499000	1500000	non_coding	-	info1000	info1000	NA
Gene593	0.569579856420996	10	9	20	9	ER	0.000876512874353409	10	0.003401	10	0.003268	9	1.041	0.977819007646456	0.993	0.593	1.661	-0.007	0.263	1	888500	889500	protein_coding	+	info593	info593	NA
Gene120	0.570083533361665	10	10	41	24	MA	-1	24	0.008163	17	0.005556	24	1.469	0.358076966417609	1.237	0.786	1.945	0.212	0.231	1	179000	180000	non_coding	-	info120	info120	NA
Gene270	0.572246864293251	10	10	43	34	MA	-1	18	0.006122	25	0.00817	34	0.749	0.397367379634018	0.791	0.459	1.363	-0.235	0.278	1	404000	405000	non_coding	-	info270	info270	NA
Gene1038	0.572659345486571	10	8	37	18	ER.A	-1	15	0.005102	22	0.00719	18	0.71	0.458208461246937	0.853	0.56	1.299	-0.159	0.215	1	1556000	1557000	non_coding	-	info1038	info1038	NA
Gene307	0.572708068314113	10	9	22	15	ER.A	-1	8	0.002721	14	0.004575	15	0.595	0.383488167044818	0.736	0.37	1.465	-0.306	0.351	1	459500	460500	protein_coding	+	info307	info307	NA
Gene1019	0.573402581303655	10	5	19	16	ER	2.96413202606474e-06	10	0.003401	9	0.002941	16	1.156	0.740759953823519	1.146	0.51	2.574	0.137	0.413	1	1527500	1528500	protein_coding	+	info1019	info1019	NA
Gene974	0.573921560950194	10	10	31	19	ER.A	-1	17	0.005782	14	0.004575	19	1.264	0.592588064017741	1.145	0.697	1.883	0.136	0.254	1	1460000	1461000	non_coding	-	info974	info974	NA
Gene281	0.573954754432523	10	9	21	15	ER.A	-1	9	0.003061	12	0.003922	15	0.78	0.743264819221998	0.887	0.433	1.819	-0.12	0.366	1	420500	421500	protein_coding	+	info281	info281	NA
Gene1320	0.574894929644836	10	10	34	23	ER.A	-1	20	0.006803	14	0.004575	23	1.487	0.401139590023381	1.245	0.747	2.076	0.219	0.261	1	1979000	1980000	non_coding	-	info1320	info1320	NA
Gene16	0.575447229985087	10	9	37	20	ER.A	-1	22	0.007483	15	0.004902	20	1.527	0.386906726875113	1.222	0.776	1.924	0.2	0.232	1	23000	24000	non_coding	-	info16	info16	NA
Gene1287	0.575490404071721	10	10	42	33	MA	-1	18	0.006122	24	0.007843	33	0.781	0.449031605288623	0.811	0.472	1.394	-0.209	0.276	1	1929500	1930500	protein_coding	+	info1287	info1287	NA
Gene200	0.577355065917581	10	10	33	18	ER.A	-1	12	0.004082	21	0.006863	18	0.595	0.447056981728002	0.845	0.547	1.304	-0.168	0.221	1	299000	300000	non_coding	-	info200	info200	NA
Gene1007	0.577757757877128	10	9	29	16	ER.A	-1	11	0.003741	18	0.005882	16	0.636	0.40826255916599	0.807	0.485	1.342	-0.215	0.259	1	1509500	1510500	protein_coding	+	info1007	info1007	NA
Gene288	0.578538087007008	10	9	24	13	ER.A	-1	13	0.004422	11	0.003595	13	1.23	0.684803740298461	1.126	0.635	1.999	0.119	0.293	1	431000	432000	non_coding	-	info288	info288	NA
Gene232	0.579360379160145	10	6	18	15	ER	8.2924954678947e-06	9	0.003061	9	0.002941	15	1.041	0.956106407731567	1.022	0.464	2.252	0.022	0.403	1	347000	348000	non_coding	-	info232	info232	NA
Gene1010	0.579388243911129	10	9	31	18	ER.A	-1	12	0.004082	19	0.006209	18	0.657	0.429525018925364	0.799	0.458	1.394	-0.224	0.284	1	1514000	1515000	non_coding	-	info1010	info1010	NA
Gene14	0.579477360297186	10	10	34	25	ER.A	-1	20	0.006803	14	0.004575	25	1.487	0.365451957965971	1.308	0.732	2.337	0.268	0.296	1	20000	21000	non_coding	-	info14	info14	NA
Gene229	0.581609255171502	10	10	35	11	ER.A	-1	22	0.007483	13	0.004248	11	1.762	0.506979130477327	1.103	0.825	1.475	0.098	0.148	1	342500	343500	protein_coding	+	info229	info229	NA
Gene980	0.581940041122259	10	10	17	10	ER	0.00048988966278179	6	0.002041	11	0.003595	10	0.568	0.365198053082403	0.72	0.354	1.465	-0.328	0.362	1	1469000	1470000	non_coding	-	info980	info980	NA
Gene983	0.582847765057265	10	9	34	26	ER.A	-1	14	0.004762	20	0.006536	26	0.729	0.408536942551877	0.777	0.428	1.413	-0.252	0.305	1	1473500	1474500	protein_coding	+	info983	info983	NA
Gene1255	0.583668076561631	10	9	21	12	ER.A	-1	7	0.002381	14	0.004575	12	0.52	0.350727248859429	0.73	0.377	1.413	-0.314	0.337	1	1881500	1882500	protein_coding	+	info1255	info1255	NA
Gene472	0.584565468842347	10	10	39	26	ER.A	-1	21	0.007143	18	0.005882	26	1.214	0.780175172002002	1.075	0.648	1.784	0.072	0.259	1	707000	708000	non_coding	-	info472	info472	NA
Gene1078	0.585736820439673	10	9	31	11	ER.A	-1	19	0.006463	12	0.003922	11	1.648	0.536508831453167	1.126	0.772	1.643	0.119	0.193	1	1616000	1617000	non_coding	-	info1078	info1078	NA
Gene1071	0.586849254511189	10	10	41	28	MA	-1	24	0.008163	17	0.005556	28	1.469	0.365560901556187	1.256	0.767	2.056	0.228	0.252	1	1605500	1606500	protein_coding	+	info1071	info1071	NA
Gene313	0.587726924903807	10	10	41	18	MA	-1	16	0.005442	25	0.00817	18	0.666	0.422315666749619	0.86	0.595	1.243	-0.151	0.188	1	468500	469500	protein_coding	+	info313	info313	NA
Gene1112	0.588036563622087	10	9	37	26	ER.A	-1	20	0.006803	17	0.005556	26	1.224	0.634207955053253	1.135	0.674	1.91	0.126	0.266	1	1667000	1668000	non_coding	-	info1112	info1112	NA
Gene374	0.589284359458024	10	10	51	29	MA	-1	29	0.009864	22	0.00719	29	1.372	0.393552284600561	1.184	0.803	1.745	0.169	0.198	1	560000	561000	non_coding	-	info374	info374	NA
Gene1210	0.589484838472106	10	10	43	38	MA	-1	24	0.008163	19	0.006209	38	1.315	0.365479173456773	1.31	0.73	2.349	0.27	0.298	1	1814000	1815000	non_coding	-	info1210	info1210	NA
Gene258	0.58990352235022	10	7	34	24	ER.A	-1	18	0.006122	16	0.005229	24	1.171	0.896255698177617	1.038	0.59	1.826	0.038	0.288	1	386000	387000	non_coding	-	info258	info258	NA
Gene1188	0.591598390617805	10	8	32	20	ER.A	-1	12	0.004082	20	0.006536	20	0.625	0.403674267936479	0.786	0.446	1.383	-0.241	0.289	1	1781000	1782000	non_coding	-	info1188	info1188	NA
Gene1146	0.59239958859791	10	4	20	20	ER	1.15819556104685e-07	8	0.002721	12	0.003922	20	0.694	0.432043374783719	0.688	0.271	1.748	-0.374	0.476	1	1718000	1719000	non_coding	-	info1146	info1146	NA
Gene135	0.593000119906399	10	10	23	14	ER.A	-1	9	0.003061	14	0.004575	14	0.669	0.459310136259517	0.809	0.462	1.418	-0.212	0.286	1	201500	202500	protein_coding	+	info135	info135	NA
Gene758	0.594784258351261	10	8	28	14	ER.A	-1	11	0.003741	17	0.005556	14	0.673	0.467495276557997	0.832	0.505	1.368	-0.185	0.254	1	1136000	1137000	non_coding	-	info758	info758	NA
Gene293	0.595450677742977	10	7	16	12	ER	6.74688406190729e-05	10	0.003401	6	0.001961	12	1.734	0.387172400862199	1.463	0.618	3.464	0.38	0.44	1	438500	439500	protein_coding	+	info293	info293	NA
Gene923	0.595533924196463	10	10	13	7	ER	0.00316918327005185	4	0.001361	9	0.002941	7	0.463	0.39130468489224	0.707	0.32	1.562	-0.347	0.404	1	1383500	1384500	protein_coding	+	info923	info923	NA
Gene1148	0.595587891451931	10	9	32	16	ER.A	-1	19	0.006463	13	0.004248	16	1.521	0.439803457751542	1.199	0.757	1.9	0.181	0.235	1	1721000	1722000	non_coding	-	info1148	info1148	NA
Gene206	0.596173409466624	10	10	42	28	MA	-1	21	0.007143	21	0.006863	28	1.041	0.866790854225102	1.042	0.642	1.691	0.041	0.247	1	308000	309000	non_coding	-	info206	info206	NA
Gene916	0.596412044519765	10	10	32	17	ER.A	-1	19	0.006463	13	0.004248	17	1.521	0.474951927975159	1.182	0.748	1.868	0.167	0.234	1	1373000	1374000	non_coding	-	info916	info916	NA
Gene586	0.597130540052979	10	9	32	18	ER.A	-1	12	0.004082	20	0.006536	18	0.625	0.415075672433847	0.825	0.52	1.309	-0.192	0.235	1	878000	879000	non_coding	-	info586	info586	NA
Gene1295	0.598043031599581	10	9	50	38	MA	-1	26	0.008844	24	0.007843	38	1.128	0.771270616650365	1.07	0.677	1.692	0.068	0.234	1	1941500	1942500	protein_coding	+	info1295	info1295	NA
Gene1041	0.599212730134218	10	10	39	26	ER.A	-1	19	0.006463	20	0.006536	26	0.989	0.990102329822251	1.003	0.616	1.633	0.003	0.249	1	1560500	1561500	protein_coding	+	info1041	info1041	NA
Gene1135	0.59928498378107	10	10	42	31	MA	-1	17	0.005782	25	0.00817	31	0.708	0.450954922320212	0.826	0.503	1.357	-0.191	0.253	1	1701500	1702500	protein_coding	+	info1135	info1135	NA
Gene1293	0.599602150911994	10	9	25	17	ER.A	-1	9	0.003061	16	0.005229	17	0.585	0.421432876412181	0.797	0.459	1.385	-0.226	0.282	1	1938500	1939500	protein_coding	+	info1293	info1293	NA
Gene1189	0.600634618005098	10	9	38	21	ER.A	-1	22	0.007483	16	0.005229	21	1.431	0.410963889271018	1.214	0.764	1.93	0.194	0.236	1	1782500	1783500	protein_coding	+	info1189	info1189	NA
Gene453	0.601532225019138	10	10	50	23	MA	-1	28	0.009524	22	0.00719	23	1.325	0.649514206467513	1.077	0.782	1.484	0.074	0.163	1	678500	679500	protein_coding	+	info453	info453	NA
Gene669	0.602049402774418	10	10	45	19	MA	-1	22	0.007483	23	0.007516	19	0.996	0.983085019706341	1.004	0.704	1.431	0.004	0.181	1	1002500	1003500	protein_coding	+	info669	info669	NA
Gene6	0.603527681183199	10	10	28	20	ER.A	-1	17	0.005782	11	0.003595	20	1.608	0.415075213965941	1.284	0.704	2.344	0.25	0.307	1	8000	9000	non_coding	-	info6	info6	NA
Gene637	0.604001527712063	10	10	13	3	ER	0.0497762385474707	10	0.003401	3	0.00098	3	3.47	0.364516193777488	1.327	0.72	2.448	0.283	0.312	1	954500	955500	protein_coding	+	info637	info637	NA
Gene492	0.604036835364394	10	9	39	28	ER.A	-1	22	0.007483	17	0.005556	28	1.347	0.418979356741296	1.231	0.744	2.036	0.208	0.257	1	737000	738000	non_coding	-	info492	info492	NA
Gene1297	0.604059952117309	10	10	38	25	ER.A	-1	21	0.007143	17	0.005556	25	1.286	0.457305487480932	1.203	0.739	1.961	0.185	0.249	1	1944500	1945500	protein_coding	+	info1297	info1297	NA
Gene225	0.604272043979246	10	9	30	21	ER.A	-1	12	0.004082	18	0.005882	21	0.694	0.479608344484437	0.82	0.474	1.421	-0.198	0.28	1	336500	337500	protein_coding	+	info225	info225	NA
Gene1231	0.60456512191398	10	9	33	20	ER.A	-1	13	0.004422	20	0.006536	20	0.677	0.419177650651573	0.798	0.462	1.379	-0.225	0.279	1	1845500	1846500	protein_coding	+	info1231	info1231	NA
Gene1197	0.605389435354052	10	6	16	16	ER	3.29318760056808e-06	7	0.002381	9	0.002941	16	0.81	0.664713231552857	0.796	0.284	2.233	-0.228	0.526	1	1794500	1795500	protein_coding	+	info1197	info1197	NA
Gene423	0.605679120334238	10	10	46	29	MA	-1	19	0.006463	27	0.008824	29	0.732	0.4314119947117	0.842	0.549	1.292	-0.172	0.218	1	633500	634500	protein_coding	+	info423	info423	NA
Gene390	0.607696286262057	10	10	20	11	ER	0.0001139215918627	12	0.004082	8	0.002614	11	1.562	0.460542700267672	1.262	0.68	2.341	0.233	0.315	1	584000	585000	non_coding	-	info390	info390	NA
Gene724	0.607748134864429	10	6	14	6	ER	0.00613697638319867	4	0.001361	10	0.003268	6	0.416	0.343524785016035	0.696	0.329	1.472	-0.362	0.382	1	1085000	1086000	non_coding	-	info724	info724	NA
Gene630	0.608892318245923	10	5	25	20	ER.A	-1	13	0.004422	12	0.003922	20	1.127	0.778276251594526	1.098	0.574	2.098	0.093	0.331	1	944000	945000	non_coding	-	info630	info630	NA
Gene8	0.60903632000248	10	9	41	40	MA	-1	18	0.006122	23	0.007516	40	0.815	0.432020970885332	0.77	0.401	1.478	-0.262	0.333	1	11000	12000	non_coding	-	info8	info8	NA
Gene1132	0.609267459129337	10	8	22	12	ER.A	-1	8	0.002721	14	0.004575	12	0.595	0.418261968573681	0.784	0.435	1.414	-0.244	0.301	1	1697000	1698000	non_coding	-	info1132	info1132	NA
Gene1110	0.609273211406177	10	9	33	23	ER.A	-1	14	0.004762	19	0.006209	23	0.767	0.496516948946682	0.821	0.466	1.448	-0.197	0.289	1	1664000	1665000	non_coding	-	info1110	info1110	NA
Gene55	0.610059212863096	10	10	14	10	ER	0.000273623157773023	5	0.001701	9	0.002941	10	0.578	0.346401268507538	0.653	0.269	1.585	-0.426	0.453	1	81500	82500	protein_coding	+	info55	info55	NA
Gene386	0.611003362702737	10	8	31	27	ER.A	-1	13	0.004422	18	0.005882	27	0.752	0.484337228779154	0.786	0.401	1.542	-0.24	0.344	1	578000	579000	non_coding	-	info386	info386	NA
Gene179	0.61176995389583	10	10	45	26	MA	-1	18	0.006122	27	0.008824	26	0.694	0.400372902029174	0.82	0.516	1.302	-0.199	0.236	1	267500	268500	protein_coding	+	info179	info179	NA
